ENSG00000000003 TSPAN6
ENSG00000274769 AC016747.4
ENSG00000274775 Z82195.2
ENSG00000274776 AC090241.3
ENSG00000274797 AC008121.3
ENSG00000274798 AC025166.1
ENSG00000274800 AC007204.2
ENSG00000274808 TBC1D3B
ENSG00000274810 NPHP3-ACAD11
ENSG00000274817 AC012531.4
ENSG00000274818 AC004825.2
ENSG00000274823 AC025574.2
ENSG00000274825 AL023803.2
ENSG00000274828 AC068473.5
ENSG00000274833 AC110285.5
ENSG00000274834 AC010333.3
ENSG00000274836 RF02178
ENSG00000274838 MIR6788
ENSG00000274840 AC132807.2
ENSG00000274844 AL512427.1
ENSG00000274849 AC023043.4
ENSG00000274852 RN7SL422P
ENSG00000274859 AC131238.1
ENSG00000274867 AL589994.2
ENSG00000274878 RF02107
ENSG00000274885 AC087241.4
ENSG00000274893 AL136317.2
ENSG00000274895 AC011700.1
ENSG00000274897 PANO1
ENSG00000274898 AC001226.1
ENSG00000274904 AC093512.1
ENSG00000274918 AC116447.1
ENSG00000274922 AL139384.1
ENSG00000274925 AC008741.2
ENSG00000274927 AC239859.5
ENSG00000274928 KRT89P
ENSG00000274929 AL157813.1
ENSG00000274930 AC105227.2
ENSG00000274932 MIR7150
ENSG00000274933 TBC1D3I
ENSG00000274934 RF02176
ENSG00000274943 AC079684.1
ENSG00000274954 AC090971.5
ENSG00000274956 AC120042.3
ENSG00000274963 RN7SL600P
ENSG00000274964 AC026356.1
ENSG00000274976 AC087588.2
ENSG00000274979 AC020656.2
ENSG00000274985 PTCHD3P1
ENSG00000274987 AC092794.1
ENSG00000274993 AC254629.1
ENSG00000274994 MIR8056
ENSG00000274995 AC013564.1
ENSG00000274996 AC006449.1
ENSG00000274997 HIST1H2AH
ENSG00000275004 ZNF280B
ENSG00000275005 AL354950.1
ENSG00000275011 AC129492.6
ENSG00000275012 AC011476.5
ENSG00000275015 AL353149.1
ENSG00000275016 AC015574.1
ENSG00000275023 MLLT6
ENSG00000275024 AC005383.1
ENSG00000275025 AC002401.3
ENSG00000275026 GXYLT1P4
ENSG00000275029 HMGB1P24
ENSG00000275046 AL603755.1
ENSG00000275052 PPP4R3B
ENSG00000275055 AC011468.5
ENSG00000275056 AC020663.3
ENSG00000275064 AC239860.1
ENSG00000275066 SYNRG
ENSG00000275074 NUDT18
ENSG00000275084 SNORD91B
ENSG00000275090 RN7SL296P
ENSG00000275091 AC022098.4
ENSG00000275092 AL031710.2
ENSG00000275094 AC079395.3
ENSG00000275097 AC024940.6
ENSG00000275106 AC025594.3
ENSG00000275110 MIR6087
ENSG00000275111 ZNF2
ENSG00000275115 AC067904.3
ENSG00000275119 AC244131.2
ENSG00000275120 AC048382.5
ENSG00000275126 HIST1H4L
ENSG00000275129 AC243994.1
ENSG00000275131 AC241952.1
ENSG00000275132 RN7SL663P
ENSG00000275139 AL133492.1
ENSG00000275142 AL132821.1
ENSG00000275152 CCL16
ENSG00000275155 AC027348.1
ENSG00000275160 AL354718.1
ENSG00000275162 AC005391.1
ENSG00000275170 FRG2MP
ENSG00000275173 AC243571.1
ENSG00000275174 RF00026
ENSG00000275175 AC106028.5
ENSG00000275178 AC018529.1
ENSG00000275179 AL118508.2
ENSG00000275180 AC048341.2
ENSG00000275183 LENG9
ENSG00000275185 AC130324.3
ENSG00000275191 AC007497.1
ENSG00000275197 AC092794.2
ENSG00000275198 AL512791.2
ENSG00000275202 AL161421.1
ENSG00000275206 AL353997.5
ENSG00000275210 AC245884.11
ENSG00000275216 AL161431.1
ENSG00000275221 HIST1H2AK
ENSG00000275223 AL121906.2
ENSG00000275226 LINC00547
ENSG00000275234 AC010503.4
ENSG00000275236 AC009120.5
ENSG00000275243 TRBV16
ENSG00000275248 AL355810.1
ENSG00000275254 RF02121
ENSG00000275256 MRPS31P1
ENSG00000275263 AC135048.3
ENSG00000275265 AC127002.1
ENSG00000275266 RF01972
ENSG00000275294 LINC02340
ENSG00000275302 CCL4
ENSG00000275314 AC006924.1
ENSG00000275318 AL136981.2
ENSG00000275322 AC103746.1
ENSG00000275325 PDCD6IPP1
ENSG00000275327 AL354950.2
ENSG00000275329 AL138781.2
ENSG00000275332 AC103691.2
ENSG00000275339 Z99129.1
ENSG00000275340 FGD5P1
ENSG00000275342 PRAG1
ENSG00000275343 AC010999.1
ENSG00000275345 AC091167.5
ENSG00000275348 AC096861.1
ENSG00000275359 RF02179
ENSG00000275363 AC100757.3
ENSG00000275367 AC092111.1
ENSG00000275371 AC012645.4
ENSG00000275379 HIST1H3I
ENSG00000275381 AC019206.1
ENSG00000275383 AC126773.4
ENSG00000275386 AC105081.1
ENSG00000275389 AC068790.9
ENSG00000275392 AL445493.3
ENSG00000275393 AC018695.6
ENSG00000275395 FCGBP
ENSG00000275400 AC006001.4
ENSG00000275401 AL391095.3
ENSG00000275409 AC026367.2
ENSG00000275410 HNF1B
ENSG00000275413 AC002553.2
ENSG00000275417 AC068726.1
ENSG00000275419 AL357075.2
ENSG00000275426 AC253576.2
ENSG00000275427 AF067845.2
ENSG00000275431 AC244100.2
ENSG00000275437 AL121832.3
ENSG00000275438 AL031008.1
ENSG00000275441 AC020765.2
ENSG00000275445 AC092119.3
ENSG00000275450 AL845472.1
ENSG00000275454 AC105020.6
ENSG00000275457 AL117332.1
ENSG00000275464 FP565260.1
ENSG00000275465 AL449403.2
ENSG00000275476 AC009318.4
ENSG00000275479 AC087741.2
ENSG00000275481 AC025031.4
ENSG00000275484 AP003419.3
ENSG00000275485 AL512652.1
ENSG00000275488 AC023509.5
ENSG00000275489 C17orf98
ENSG00000275490 AC233263.2
ENSG00000275491 LINC01730
ENSG00000275494 AC133552.5
ENSG00000275506 AC010378.1
ENSG00000275512 AC007998.4
ENSG00000275515 AC012676.2
ENSG00000275527 AC100835.2
ENSG00000275529 SNORD116-4
ENSG00000275532 AC006449.2
ENSG00000275538 RNVU1-19
ENSG00000275540 AC011477.7
ENSG00000275542 AC027601.3
ENSG00000275549 STPG3-AS1
ENSG00000275550 AL096712.1
ENSG00000275552 AC243965.2
ENSG00000275559 RF02110
ENSG00000275560 AC008115.3
ENSG00000275563 AL929601.3
ENSG00000275569 AL355073.2
ENSG00000275572 GRIFIN
ENSG00000275576 AL049539.1
ENSG00000275580 AC022306.2
ENSG00000275582 AL031670.1
ENSG00000275585 AC241377.2
ENSG00000275591 XKR5
ENSG00000275592 VN1R7P
ENSG00000275597 AC108479.2
ENSG00000275598 AP000484.1
ENSG00000275601 AC011330.2
ENSG00000275611 AL159153.1
ENSG00000275613 AC243830.1
ENSG00000275620 AL121827.2
ENSG00000275625 RF02123
ENSG00000275630 AC004816.2
ENSG00000275632 AL035461.2
ENSG00000275636 AC021755.3
ENSG00000275638 AC011939.3
ENSG00000275645 AC068338.3
ENSG00000275655 RN7SL313P
ENSG00000275662 SNORD112
ENSG00000275665 AC006449.3
ENSG00000275666 RF01946
ENSG00000275672 AC025580.3
ENSG00000275676 BX005040.1
ENSG00000275678 AL133320.1
ENSG00000275691 AC026461.4
ENSG00000275700 AATF
ENSG00000275703 U47924.3
ENSG00000275709 AC090527.3
ENSG00000275713 HIST1H2BH
ENSG00000275714 HIST1H3A
ENSG00000275718 CCL15
ENSG00000275719 AC008622.2
ENSG00000275720 AC243830.2
ENSG00000275725 AC104010.1
ENSG00000275734 AC010538.1
ENSG00000275759 AC026367.3
ENSG00000275763 C18orf65
ENSG00000275764 AC092747.4
ENSG00000275765 AC091982.3
ENSG00000275768 SLC2AXP1
ENSG00000275769 AC068792.1
ENSG00000275774 HNRNPCL2
ENSG00000275787 OR7G15P
ENSG00000275793 RIMBP3
ENSG00000275803 RN7SL736P
ENSG00000275805 AC090206.1
ENSG00000275807 AC145285.6
ENSG00000275811 HTR1DP1
ENSG00000275812 AL121829.2
ENSG00000275828 AC134879.3
ENSG00000275830 AL355974.2
ENSG00000275832 ARHGAP23
ENSG00000275833 AC073107.2
ENSG00000275834 AC084368.1
ENSG00000275835 TUBGCP5
ENSG00000275839 AC243654.2
ENSG00000275846 AL513548.3
ENSG00000275850 AC005912.2
ENSG00000275854 AC084824.4
ENSG00000275857 AC009133.4
ENSG00000275871 AC131025.2
ENSG00000275874 PICSAR
ENSG00000275880 AL139385.1
ENSG00000275888 AC132872.3
ENSG00000275894 AL021578.1
ENSG00000275895 U2AF1L5
ENSG00000275897 AC021491.4
ENSG00000275898 AC125603.4
ENSG00000275902 AC139530.3
ENSG00000275910 AC138932.5
ENSG00000275923 AL160413.1
ENSG00000275927 AC009152.1
ENSG00000275936 AC004263.1
ENSG00000275945 EIF3FP1
ENSG00000275953 AL359535.1
ENSG00000275954 TBC1D3F
ENSG00000275956 AC104446.1
ENSG00000275959 AC108467.2
ENSG00000275961 RN7SL210P
ENSG00000275964 AL355001.2
ENSG00000275965 AC091544.7
ENSG00000275966 AC110285.6
ENSG00000275981 AC018816.2
ENSG00000275989 AL442128.1
ENSG00000275993 SIK1B
ENSG00000275995 AC109809.1
ENSG00000276007 AC079414.3
ENSG00000276012 AL160153.1
ENSG00000276014 RN7SL301P
ENSG00000276015 RF01950
ENSG00000276023 DUSP14
ENSG00000276026 AL031665.2
ENSG00000276030 AC073534.1
ENSG00000276032 AL627230.4
ENSG00000276043 UHRF1
ENSG00000276045 ORAI1
ENSG00000276047 RN7SL711P
ENSG00000276054 AC243654.3
ENSG00000276058 STMN1P1
ENSG00000276063 AL391262.1
ENSG00000276070 CCL4L2
ENSG00000276071 AC074138.1
ENSG00000276075 AC027682.6
ENSG00000276085 CCL3L1
ENSG00000276087 AC008073.3
ENSG00000276088 RN7SL620P
ENSG00000276092 AC040896.1
ENSG00000276093 AL132822.1
ENSG00000276097 AC006538.3
ENSG00000276098 AC027345.1
ENSG00000276101 AC027601.4
ENSG00000276105 RF01947
ENSG00000276107 AC037198.1
ENSG00000276110 AC242988.1
ENSG00000276115 AC026356.2
ENSG00000276116 FUT8-AS1
ENSG00000276121 AC122108.2
ENSG00000276122 AC026336.3
ENSG00000276127 AL589935.2
ENSG00000276128 AL591441.1
ENSG00000276131 AC009118.2
ENSG00000276135 FAM27E2
ENSG00000276136 AC016957.2
ENSG00000276141 WHAMMP3
ENSG00000276148 AC084824.5
ENSG00000276162 MIR5739
ENSG00000276166 AC092118.2
ENSG00000276170 AC244153.1
ENSG00000276172 ELMO2P1
ENSG00000276174 AC087683.2
ENSG00000276180 HIST1H4I
ENSG00000276182 AL163051.2
ENSG00000276185 RF02196
ENSG00000276188 AC069234.4
ENSG00000276203 ANKRD20A3
ENSG00000276208 AL161423.1
ENSG00000276210 LINC00226
ENSG00000276216 AC245014.3
ENSG00000276223 AL118522.1
ENSG00000276231 PIK3R6
ENSG00000276234 TADA2A
ENSG00000276248 AL442125.1
ENSG00000276250 AC127024.6
ENSG00000276251 AC007786.2
ENSG00000276255 AL136379.1
ENSG00000276259 AC009118.3
ENSG00000276261 AC009509.4
ENSG00000276269 AL355974.3
ENSG00000276278 AC048382.6
ENSG00000276282 AC022960.2
ENSG00000276289 KCNE1B
ENSG00000276290 RBBP4P3
ENSG00000276291 FRG1HP
ENSG00000276292 AC131159.1
ENSG00000276293 PIP4K2B
ENSG00000276302 AL021997.3
ENSG00000276308 AC078880.4
ENSG00000276317 AL357033.3
ENSG00000276334 AL133243.2
ENSG00000276337 AC105429.1
ENSG00000276348 AL353770.3
ENSG00000276365 MIR145
ENSG00000276368 HIST1H2AJ
ENSG00000276384 AC016876.3
ENSG00000276386 CNTNAP3P2
ENSG00000276390 AC004241.3
ENSG00000276397 LINC01879
ENSG00000276399 AC209154.2
ENSG00000276403 AC105105.5
ENSG00000276406 AC015726.2
ENSG00000276408 AC025287.2
ENSG00000276409 CCL14
ENSG00000276410 HIST1H2BB
ENSG00000276411 AC106875.2
ENSG00000276412 AL591926.3
ENSG00000276417 AC092111.2
ENSG00000276422 AL590491.2
ENSG00000276434 AL136221.1
ENSG00000276436 AL136301.1
ENSG00000276445 AC005393.1
ENSG00000276449 AC004076.2
ENSG00000276460 AC073869.4
ENSG00000276462 BX255923.2
ENSG00000276476 LINC00540
ENSG00000276478 AL772337.4
ENSG00000276486 AC022960.3
ENSG00000276488 AC008735.4
ENSG00000276494 RF01948
ENSG00000276500 BMS1P14
ENSG00000276505 AP000892.2
ENSG00000276507 AC068944.2
ENSG00000276509 AC239799.2
ENSG00000276517 AL133243.3
ENSG00000276519 AC092142.2
ENSG00000276523 AC025287.3
ENSG00000276524 AC010999.2
ENSG00000276527 AL356515.1
ENSG00000276529 AP001505.1
ENSG00000276531 AC091769.1
ENSG00000276533 AC018926.2
ENSG00000276535 AL353726.1
ENSG00000276545 PCDHGB9P
ENSG00000276547 PCDHGB5
ENSG00000276550 HERC2P2
ENSG00000276563 AL359075.1
ENSG00000276564 AC130650.2
ENSG00000276569 AL138709.1
ENSG00000276570 AC010327.5
ENSG00000276571 AC002550.2
ENSG00000276573 AL442067.1
ENSG00000276576 MRPL30P1
ENSG00000276578 AC004696.1
ENSG00000276586 AL356102.1
ENSG00000276588 RN7SL322P
ENSG00000276591 GXYLT1P5
ENSG00000276593 AC022306.3
ENSG00000276600 RAB7B
ENSG00000276603 AL109614.1
ENSG00000276620 AL591516.1
ENSG00000276627 AL117372.1
ENSG00000276631 AC007786.3
ENSG00000276632 AL445528.2
ENSG00000276644 DACH1
ENSG00000276647 AL773604.1
ENSG00000276649 AL117335.1
ENSG00000276651 AC007950.2
ENSG00000276653 RN7SL856P
ENSG00000276663 AC009090.3
ENSG00000276667 AL158077.1
ENSG00000276668 AC104237.3
ENSG00000276672 AL161891.1
ENSG00000276680 RF02143
ENSG00000276687 AL356130.1
ENSG00000276693 AC138466.3
ENSG00000276698 AL136295.6
ENSG00000276702 AC010809.3
ENSG00000276703 RPS29P32
ENSG00000276704 AL442067.2
ENSG00000276710 CSPG4P10
ENSG00000276712 MIR7111
ENSG00000276715 YWHAEP7
ENSG00000276718 AC005840.4
ENSG00000276724 AC123768.4
ENSG00000276727 AC137834.2
ENSG00000276728 AC142472.1
ENSG00000276740 AL445649.1
ENSG00000276742 AL731566.2
ENSG00000276744 AC105137.2
ENSG00000276747 PADI6
ENSG00000276754 AC006111.3
ENSG00000276757 RN7SL192P
ENSG00000276759 AL353753.1
ENSG00000276763 AC069499.2
ENSG00000276768 AL121890.2
ENSG00000276772 AC025271.4
ENSG00000276778 LINC02227
ENSG00000276790 AC068234.3
ENSG00000276791 AC092117.1
ENSG00000276795 AL391987.5
ENSG00000276805 AL133216.2
ENSG00000276809 AL138955.1
ENSG00000276810 AC244093.2
ENSG00000276814 AC004801.6
ENSG00000276828 AC012488.1
ENSG00000276831 AC020922.4
ENSG00000276840 PMS2P10
ENSG00000276842 AC023510.2
ENSG00000276846 AC016590.3
ENSG00000276850 AC245041.2
ENSG00000276851 AC002401.4
ENSG00000276853 AC026124.2
ENSG00000276855 AC015922.4
ENSG00000276863 AC124319.3
ENSG00000276867 AC074050.4
ENSG00000276888 AL512624.2
ENSG00000276900 AC023157.3
ENSG00000276903 HIST1H2AL
ENSG00000276916 AL442125.2
ENSG00000276926 MIR6797
ENSG00000276931 AC009041.4
ENSG00000276934 AC009704.2
ENSG00000276945 AC008498.1
ENSG00000276950 GSTT4
ENSG00000276952 AL121772.3
ENSG00000276956 RN7SL769P
ENSG00000276957 AL158063.1
ENSG00000276963 AL353626.3
ENSG00000276966 HIST1H4E
ENSG00000276968 AL158196.1
ENSG00000276972 AC078880.5
ENSG00000276975 HYDIN2
ENSG00000276980 AC008760.2
ENSG00000276984 AL023881.1
ENSG00000276997 AL513314.2
ENSG00000277000 DUSP12P1
ENSG00000277007 AC096642.1
ENSG00000277010 AC120498.10
ENSG00000277011 AC148477.4
ENSG00000277013 AC008556.1
ENSG00000277020 AL590096.1
ENSG00000277022 AL031663.3
ENSG00000277043 EEF1A1P42
ENSG00000277047 AL390964.1
ENSG00000277050 AL122125.1
ENSG00000277053 GTF2IP1
ENSG00000277062 RN7SL88P
ENSG00000277066 RF02106
ENSG00000277072 STAG3L2
ENSG00000277075 HIST1H2AE
ENSG00000277077 AL158032.2
ENSG00000277087 AL121890.3
ENSG00000277089 AC243829.4
ENSG00000277099 BX571673.1
ENSG00000277103 AL445670.1
ENSG00000277112 ANKRD20A21P
ENSG00000277117 FP565260.3
ENSG00000277128 AL589743.5
ENSG00000277130 AC073569.3
ENSG00000277135 AC012409.3
ENSG00000277142 LINC00235
ENSG00000277144 AC092757.3
ENSG00000277147 LINC00869
ENSG00000277149 TYW1B
ENSG00000277150 F8A3
ENSG00000277151 AL138820.1
ENSG00000277152 AC110048.2
ENSG00000277157 HIST1H4D
ENSG00000277159 AL139384.2
ENSG00000277161 PIGW
ENSG00000277170 AC012676.3
ENSG00000277171 AC010975.3
ENSG00000277172 GAPDHP41
ENSG00000277173 AC004241.4
ENSG00000277182 AC006449.5
ENSG00000277186 AC131212.1
ENSG00000277198 RN7SL270P
ENSG00000277199 LINC01632
ENSG00000277200 AC005696.4
ENSG00000277202 MIR8063
ENSG00000277203 F8A1
ENSG00000277210 AC090164.3
ENSG00000277213 SDR42E1P2
ENSG00000277214 AC009159.2
ENSG00000277218 AL139123.1
ENSG00000277223 AC090116.1
ENSG00000277224 HIST1H2BF
ENSG00000277228 AL138686.1
ENSG00000277229 AC084781.1
ENSG00000277232 GTSE1-AS1
ENSG00000277235 AL035420.3
ENSG00000277241 AC026355.3
ENSG00000277245 AC084782.3
ENSG00000277246 AL157762.1
ENSG00000277247 AC083809.1
ENSG00000277255 MIR7854
ENSG00000277258 PCGF2
ENSG00000277265 RN7SL556P
ENSG00000277268 LHX1-DT
ENSG00000277270 AL160412.1
ENSG00000277283 AC004812.2
ENSG00000277287 AL109976.1
ENSG00000277288 C10orf142
ENSG00000277290 AC136475.10
ENSG00000277299 AC084876.1
ENSG00000277301 AL034550.2
ENSG00000277304 AC142086.6
ENSG00000277310 AC090246.1
ENSG00000277322 GOLGA6L6
ENSG00000277324 AC093462.1
ENSG00000277342 AC048344.4
ENSG00000277350 AL353770.4
ENSG00000277351 AC013553.3
ENSG00000277358 AL138693.1
ENSG00000277363 SRCIN1
ENSG00000277368 AL138966.2
ENSG00000277369 AC010654.1
ENSG00000277373 AL132765.2
ENSG00000277382 AC005837.3
ENSG00000277383 AC010331.1
ENSG00000277386 AL138999.1
ENSG00000277399 GPR179
ENSG00000277406 AC245407.1
ENSG00000277411 RF00001
ENSG00000277420 AC245407.2
ENSG00000277423 AC069234.5
ENSG00000277425 AL121890.4
ENSG00000277435 AC138649.2
ENSG00000277440 AC012676.4
ENSG00000277443 MARCKS
ENSG00000277447 AP005431.1
ENSG00000277448 LINC02338
ENSG00000277449 CEBPB-AS1
ENSG00000277450 AC002094.4
ENSG00000277452 RN7SL473P
ENSG00000277453 AC010271.2
ENSG00000277459 AP001527.2
ENSG00000277462 ZNF670
ENSG00000277463 AC080038.2
ENSG00000277476 AC005332.6
ENSG00000277478 MIR6165
ENSG00000277481 PKD1L3
ENSG00000277482 AC090607.5
ENSG00000277491 AC087392.5
ENSG00000277494 GPIHBP1
ENSG00000277496 AL357033.4
ENSG00000277498 AC107081.3
ENSG00000277499 AL359854.1
ENSG00000277500 AC026951.2
ENSG00000277501 AC243571.2
ENSG00000277504 AC010536.3
ENSG00000277511 AC116407.2
ENSG00000277514 OR52Q1P
ENSG00000277519 OFD1P16Y
ENSG00000277521 MIR8078
ENSG00000277524 RF02175
ENSG00000277526 AC245123.1
ENSG00000277531 PNMA8C
ENSG00000277534 AC007996.1
ENSG00000277535 AL772284.2
ENSG00000277539 AC138058.1
ENSG00000277541 ZNF630-AS1
ENSG00000277543 AC026471.5
ENSG00000277544 AC104073.3
ENSG00000277548 AC018926.3
ENSG00000277550 AL031651.1
ENSG00000277556 OR13C5
ENSG00000277558 AL109923.1
ENSG00000277559 AC018553.1
ENSG00000277563 AC063961.1
ENSG00000277566 AC089999.2
ENSG00000277575 AL162233.1
ENSG00000277581 AL023803.3
ENSG00000277586 NEFL
ENSG00000277587 AC008759.3
ENSG00000277589 AC244093.4
ENSG00000277595 AC007546.1
ENSG00000277597 AC130343.2
ENSG00000277602 AC005363.2
ENSG00000277610 RNVU1-4
ENSG00000277621 AC005277.2
ENSG00000277631 PGM5P3-AS1
ENSG00000277632 CCL3
ENSG00000277639 AC007906.2
ENSG00000277646 AL353684.1
ENSG00000277651 AL391261.4
ENSG00000277654 AC087633.2
ENSG00000277661 AL662791.2
ENSG00000277662 AL354696.1
ENSG00000277684 AL392048.1
ENSG00000277687 AL139407.1
ENSG00000277688 AC243585.2
ENSG00000277692 AL121583.1
ENSG00000277693 AP003900.1
ENSG00000277695 AC097478.4
ENSG00000277701 AC159540.2
ENSG00000277702 AC239859.6
ENSG00000277708 PGBD4P2
ENSG00000277715 AC079174.2
ENSG00000277728 AC097641.2
ENSG00000277734 TRAC
ENSG00000277738 AC126175.1
ENSG00000277744 AC011462.4
ENSG00000277749 AC023300.2
ENSG00000277752 RF02109
ENSG00000277758 FO681492.1
ENSG00000277759 MIR6719
ENSG00000277762 RN7SL261P
ENSG00000277763 AL138995.1
ENSG00000277764 RF02272
ENSG00000277767 AL442128.2
ENSG00000277775 HIST1H3F
ENSG00000277778 PGM5P2
ENSG00000277782 AC068870.2
ENSG00000277791 PSMB3
ENSG00000277795 AC244517.3
ENSG00000277801 AL138478.1
ENSG00000277806 AC006213.4
ENSG00000277825 AC020917.3
ENSG00000277829 AL031651.2
ENSG00000277831 AL138960.1
ENSG00000277837 AC090340.1
ENSG00000277840 AC026368.1
ENSG00000277855 AC097634.3
ENSG00000277863 AL162574.1
ENSG00000277866 AC022106.2
ENSG00000277869 AL773524.1
ENSG00000277873 AC131159.2
ENSG00000277876 AC108359.1
ENSG00000277879 AL391988.1
ENSG00000277881 AL645927.1
ENSG00000277882 AL592295.2
ENSG00000277893 SRD5A2
ENSG00000277895 AC135279.3
ENSG00000277901 AL390037.1
ENSG00000277911 AC243773.2
ENSG00000277913 RF02105
ENSG00000277914 DDX6P2
ENSG00000277935 AC007527.2
ENSG00000277938 AL035252.3
ENSG00000277945 AC107308.1
ENSG00000277946 RN7SL478P
ENSG00000277952 AC092745.3
ENSG00000277954 AC092376.2
ENSG00000277959 AL162274.2
ENSG00000277968 RF02038
ENSG00000277969 AC006449.6
ENSG00000277972 CISD3
ENSG00000277973 AL138828.2
ENSG00000277977 AC010332.1
ENSG00000277978 AC010542.5
ENSG00000277981 AL731556.2
ENSG00000277991 FP236241.1
ENSG00000277998 AC107075.1
ENSG00000277999 AC009093.6
ENSG00000278000 AC139100.2
ENSG00000278002 AL627171.1
ENSG00000278009 AL139099.3
ENSG00000278011 AC024941.1
ENSG00000278013 AC245033.2
ENSG00000278017 AC064801.1
ENSG00000278022 AC118658.2
ENSG00000278023 RDM1
ENSG00000278035 AL121895.2
ENSG00000278041 AL133325.3
ENSG00000278053 DDX52
ENSG00000278054 AL591926.7
ENSG00000278055 RF02149
ENSG00000278058 AC009159.3
ENSG00000278071 AL161669.3
ENSG00000278075 AC114341.1
ENSG00000278102 AL138825.1
ENSG00000278106 AF254983.2
ENSG00000278107 AC027575.2
ENSG00000278108 MIR6757
ENSG00000278112 AC145423.3
ENSG00000278126 AC139768.1
ENSG00000278129 ZNF8
ENSG00000278133 AC135050.6
ENSG00000278146 AC012409.4
ENSG00000278147 AL121809.2
ENSG00000278156 TSC22D1-AS1
ENSG00000278175 GLIDR
ENSG00000278177 AL354811.1
ENSG00000278192 AL118505.1
ENSG00000278195 SSTR3
ENSG00000278200 LINC01971
ENSG00000278205 AC092447.10
ENSG00000278206 AL031320.2
ENSG00000278212 AC134878.2
ENSG00000278214 LINC02139
ENSG00000278224 PRICKLE4
ENSG00000278231 AL133342.1
ENSG00000278238 AL359513.1
ENSG00000278254 AC004852.2
ENSG00000278259 MYO19
ENSG00000278266 AC079949.2
ENSG00000278267 MIR6859-1
ENSG00000278272 HIST1H3C
ENSG00000278276 AL110115.2
ENSG00000278283 AL020991.1
ENSG00000278291 AL161772.1
ENSG00000278299 TBC1D3C
ENSG00000278305 AL161616.2
ENSG00000278311 GGNBP2
ENSG00000278318 ZNF229
ENSG00000278319 AL590240.4
ENSG00000278330 AC018529.2
ENSG00000278337 AL139327.4
ENSG00000278338 VWA8-AS1
ENSG00000278341 AC138028.6
ENSG00000278343 AL356130.2
ENSG00000278344 AC063943.1
ENSG00000278356 AC005911.1
ENSG00000278367 AL356652.1
ENSG00000278370 AC021422.1
ENSG00000278376 AP004609.3
ENSG00000278383 AL031673.1
ENSG00000278385 AC121338.2
ENSG00000278389 AC099518.6
ENSG00000278390 AL354696.2
ENSG00000278396 AL122023.1
ENSG00000278416 PMS2P2
ENSG00000278418 MIR6512
ENSG00000278421 RF02119
ENSG00000278434 AC023830.3
ENSG00000278438 MIR7849
ENSG00000278445 AL137246.2
ENSG00000278446 AC004852.3
ENSG00000278462 AL359880.1
ENSG00000278463 HIST1H2AB
ENSG00000278464 AC068506.1
ENSG00000278467 AC138393.3
ENSG00000278472 AC009268.2
ENSG00000278475 AC009464.1
ENSG00000278480 AL391094.1
ENSG00000278484 AC010998.3
ENSG00000278486 YRDCP1
ENSG00000278487 AC106800.4
ENSG00000278492 AC006213.5
ENSG00000278493 AC039056.2
ENSG00000278499 AC018554.3
ENSG00000278505 C17orf78
ENSG00000278514 AC068831.6
ENSG00000278520 MIR7851
ENSG00000278525 RN7SL607P
ENSG00000278530 CHMP1B2P
ENSG00000278532 AC026585.1
ENSG00000278535 DHRS11
ENSG00000278540 ACACA
ENSG00000278558 TMEM191B
ENSG00000278561 PTPN20CP
ENSG00000278570 NR2E3
ENSG00000278572 AL355877.3
ENSG00000278576 AL162171.3
ENSG00000278580 AL162373.1
ENSG00000278588 HIST1H2BI
ENSG00000278596 MIR6077
ENSG00000278599 TBC1D3E
ENSG00000278600 AC015871.3
ENSG00000278601 AL158163.2
ENSG00000278607 AC015819.2
ENSG00000278611 ZNF426-DT
ENSG00000278619 MRM1
ENSG00000278621 AC037198.2
ENSG00000278626 AC023310.4
ENSG00000278627 AC005962.1
ENSG00000278631 AC097374.2
ENSG00000278635 AC141557.2
ENSG00000278637 HIST1H4A
ENSG00000278642 AC015813.4
ENSG00000278662 GOLGA6L10
ENSG00000278668 AC005899.7
ENSG00000278677 HIST1H2AM
ENSG00000278683 AC006329.2
ENSG00000278685 IQCA1L
ENSG00000278690 AC244100.4
ENSG00000278698 AL162574.2
ENSG00000278703 AC100847.1
ENSG00000278705 HIST1H4B
ENSG00000278709 NKILA
ENSG00000278713 AC120114.3
ENSG00000278716 AC133540.1
ENSG00000278719 MCM8-AS1
ENSG00000278725 AC020765.4
ENSG00000278727 AC000403.1
ENSG00000278730 AC005332.7
ENSG00000278733 AC022079.2
ENSG00000278737 AC013553.4
ENSG00000278740 AC005332.8
ENSG00000278743 AC087239.1
ENSG00000278744 AL449363.1
ENSG00000278746 RN7SL660P
ENSG00000278754 AL513423.1
ENSG00000278765 AC004477.3
ENSG00000278768 BACE1-AS
ENSG00000278769 AC090510.3
ENSG00000278771 RN7SL3
ENSG00000278783 MIR6071
ENSG00000278784 AL136295.7
ENSG00000278791 MIR6723
ENSG00000278799 MIR6823
ENSG00000278811 LINC00624
ENSG00000278816 AL121890.5
ENSG00000278819 AC005156.1
ENSG00000278828 HIST1H3H
ENSG00000278829 AC099811.5
ENSG00000278831 AL513190.1
ENSG00000278834 AC073508.3
ENSG00000278840 AC009878.1
ENSG00000278842 AC008147.4
ENSG00000278845 MRPL45
ENSG00000278847 AC006157.1
ENSG00000278854 AC007275.1
ENSG00000278861 AC117503.2
ENSG00000278862 AC092724.1
ENSG00000278863 AC091059.2
ENSG00000278864 AC055811.4
ENSG00000278867 AC090616.6
